x,y,class
-0.0,0.0,0
0.00017886640858604414,0.0009848907613966822,0
-0.0001159196079365096,0.0019986432049057356,0
-0.0006578783902199413,0.0029300551291275515,0
0.0006293097274120345,0.003954240424034012,0
-0.00369926431362711,0.0033712784871692365,0
-0.0028152931093179978,0.0053053023337795565,0
-0.003197173675522261,0.00623508040724358,0
-0.0005801116049839267,0.007986968309820902,0
-0.0013176357858766495,0.008912131016776105,0
-1.973665264276858e-06,0.010010009815437046,0
0.003124436665634446,0.010558421236484403,0
0.005385160713828017,0.010737247164099567,0
0.004283499793869849,0.01228780440895618,0
-0.001988151668657165,0.013872268802448896,0
0.0065289250081977295,0.013521235673504719,0
0.001259032102162056,0.015966452554998147,0
0.014039762394545192,0.00961581718119481,0
0.008968330013097933,0.015627476766061396,0
0.003734313127624775,0.018648806661839157,0
0.003116609429002425,0.019775943650532975,0
-0.005826421753068084,0.020197428903738778,0
0.006108456513766142,0.021157887724389004,0
-0.007645063147076724,0.021716643354714318,0
0.009680561827437362,0.021987279345386187,0
-0.01571621779576679,0.019474403089675227,0
-0.00826915586722624,0.024677420690803604,0
0.02248672076670146,0.014993584597421882,0
0.024007639752139914,0.014463871842331711,0
0.02336114763283986,0.01723198501754428,0
-0.017094075928330475,0.0246899832272316,0
-0.013184856982767921,0.028090646720799556,0
-0.012613898922510044,0.02944385555720966,0
-0.01631656147442037,0.028721961858705132,0
0.01492525083238403,0.030586800424696376,0
0.0036887509511597085,0.03484030419394255,0
0.012697808215529998,0.03372479147025385,0
0.00462655138381477,0.03674693367855031,0
-0.0006171146248584499,0.03803303179241716,0
0.03856523806302522,0.00606374325262911,0
0.02585548863467728,0.03057283948000387,0
-0.003635185605581144,0.040879731840429076,0
0.03599796296114821,0.021718194255338816,0
0.004154586824963273,0.04284207000973573,0
0.013191989492207687,0.0420220088642984,0
0.04127650151520458,0.018036255314655827,0
0.0031818218928131256,0.04593598116854595,0
0.015924884814168302,0.0442698845661758,0
0.015402401658461079,0.045512426263373054,0
0.04791492524453185,0.01048661773056231,0
0.04988530348593267,0.0040575862441737985,0
0.029677184120816963,0.041538831905533286,0
0.05177690328133819,0.0053449424154509845,0
-0.00811270687614842,0.05242909903280578,0
0.02326252149079706,0.04879237495315024,0
0.051196474145617815,0.02024796587739693,0
0.023730251614337998,0.050785397299616626,0
